Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,IESMA - INST DE EDUC SOUSA MACHADO,53011643,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA QNO 16 CONJUNTO 5, LOTE 06 CEILANDIA NORTE CEILANDIA. 72260-605 Brasília - DF.",(61) 33743251,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.8023851,-48.1365578
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC MAGISTRAL,53011651,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA QNP 13 CONJUNTO K E M, 1,2,4,6 CEILANDIA NORTE CEILANDIA. 72241-311 Brasília - DF.",(61) 33756894,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.80778,-48.12982
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC ARTE E FANTASIA,53011678,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA QNA 54, CASA 06 TAGUATINGA NORTE TAGUATINGA. 72110-540 Brasília - DF.",(61) 981002880,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-15.81681,-48.06187
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEP SENAC - TAGUATINGA,53011686,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"SETOR G NORTE, AREA ESPECIAL Nº 39, 39 TAGUATINGA NORTE TAGUATINGA. 72130-005 Brasília - DF.",(61) 37739626,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Educação Profissional,,-15.7964577,-48.05750149
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC MASTER,53011783,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA 22, 32 A 36 VILA SAO JOSE SAO SEBASTIAO. 71693-023 Brasília - DF.",(61) 33354522,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.90848331,-47.76229861
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL PALOMA,53011805,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA QR 307 CONJUNTO V, 02 SUL. SANTA MARIA. 72507-522 Brasília - DF.",(61) 33932303,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-16.02695,-48.0257
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE PIAGET,53011821,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA INTERNA 20 LOTE C AREA ESPECIAL, 0 GUARA I. 71015-201 Brasília - DF.",(61) 33819377,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.8211579,-47.9834725
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,C EDUCACIONAL EXPOENTE,53011830,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA CL 307 CONJ. B A/E 02, 02 SUL. SANTA MARIA. 72507-230 Brasília - DF.",(61) 33932050,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MAPLE BEAR BRASILIA,53011872,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA EQSW 303/304, LOTE 01. SETOR SUDOESTE. 70673-350 Brasília - DF.",(61) 33447575,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-15.800362,-47.9282001
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL TRIANGULO,53011880,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA QNM 42 AREA ESPECIAL S/N, 12 SETOR M NORTE. TAGUATINGA NORTE TAGUATINGA. 72146-209 Brasília - DF.",(61) 34910471,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.7959705,-48.1091081
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INEB - INST EDUCACIONAL DE BRASILIA,53011899,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"AREA ESPECIAL LADO OESTE, 09 SETOR CENTRAL GAMA. 72405-125 Brasília - DF.",(61) 33849785,Privada,Particular,Não,Em Tramitação,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC JARDIM DO EDEN,53011902,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA ES 06 A RUA 01 LOTE 05 A, COND. MINI CHACARAS. SETOR DE MANSOES DE SOBRADINHO. 73083-180 Brasília - DF.",(61) 34854223,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-15.6377775,-47.8402576
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CED PARQUE ENCANTADO,53011929,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA SHIS QI 15 BLOCO D, ENTRAD CONJUNTOS 8/9. SETOR DE HABITACOES INDIVIDUAIS SUL. 71635-565 Brasília - DF.",(61) 32485152,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.83369014,-47.87047301
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC CLUBE DA CRIANCA,53011970,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QD. 31 LOTES 82/84 SETOR OESTE GAMA-DF, SETOR OESTE. 72420-310 Brasília - DF.",(61) 34844611,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-16.0217388,-48.073554
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CED SAO JOSE,53011988,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Pública,"QUADRA 16 AREA ESPECIAL, VILA SAO JOSE SAO SEBASTIAO. 71693-059 Brasília - DF.",(61) 39017706,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-15.9128456,-47.7594661
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEM 414 DE SAMAMBAIA,53011996,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Pública,"QUADRA QS 414 AREA ESPECIAL 1, SAMAMBAIA NORTE. 72320-588 Brasília - DF.",(61) 33182464,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,Ensino Médio,,-15.85921221,-48.07235516
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEF 02 DO PARANOA,53012003,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Pública,"QUADRA QUADRA 4 CONJUNTO A, 05 AREA ESPECIAL. PARANOA. 71570-401 Brasília - DF.",(61) 39017566,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-15.7824389,-47.7789117
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CED ESTANCIA III-CCMDF,53012011,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Pública,"MODULO MODULO 1, MODULO 1 RUA 1. ESTANCIA MESTRE DARMAS III PLANALTINA. 73401-600 Brasília - DF.",(61) 39014425,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-15.6176156,-47.6866518
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEF 07 DE SOBRADINHO,53012038,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Pública,"CONJUNTO AR 13 AREA ESPECIL 01, LOTE 01 AREA ESPECIAL. SETOR OESTE SOBRADINHO II. 73062-305 Brasília - DF.",(61) 31018814,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-15.6441347,-47.824722
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEF 10 DO GUARA,53012046,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Pública,"QUADRA QE 46, 05 AREA ESPECIAL 05. GUARA II. 71070-460 Brasília - DF.",(61) 39016658,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-15.850894,-47.9625639
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEF SANTOS DUMONT,53012054,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Pública,"RESIDENCIAL SANTOS DUMONT - AV SALGADO FILHO S/N, S/N RESIDENCIAL SANTOS DUMONT SANTA MARIA. 72593-270 Brasília - DF.",(61) 33182177,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",-15.9934853,-47.9974566
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEF 201 DE SANTA MARIA,53012062,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Pública,"QUADRA CL 201, AE. SANTA MARIA. 72501-220 Brasília - DF.",(61) 33182167,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-16.0448101,-48.0335303
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EC AGUILHADA,53012070,DF,Brasília,Rural,A escola não está em área de localização diferenciada,Pública,"AREA RURAL - NUCLEO RURAL AGUILHADA, BR 251 KM 32. AREA RURAL DE SAO SEBASTIAO. 71699-899 Brasília - DF.",(61) 31018884,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.9629807,-47.7394608
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EC 02 DO RIACHO FUNDO,53012089,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Pública,"QUADRA QN 5, 07 AREA ESPECIAL. RIACHO FUNDO I. 71805-400 Brasília - DF.",(61) 39017955,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-15.8817203,-48.0157625
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CED 123 DE SAMAMBAIA,53012097,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Pública,"QUADRA QR 123 CONJUNTO 8, AREA ESPECIAL 01. SAMAMBAIA SUL SAMAMBAIA. 72303-008 Brasília - DF.",(61) 39017757,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Médio,,-15.8936896,-48.1229186
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CED 16 DE CEILANDIA,53012100,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Pública,"QUADRA QNQ 3, 03 AREA ESPECIAL B. CEILANDIA NORTE CEILANDIA. 72270-300 Brasília - DF.",(61) 34609360,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-15.80388,-48.14329
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CED 308 DO RECANTO DAS EMAS,53012119,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Pública,"QUADRA 308 CONJUNTO 12 LOTE, 01 AREA ESPECIAL. RECANTO DAS EMAS. 72622-112 Brasília - DF.",(61) 34109473,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atividade Complementar,-15.9234114,-48.1013481
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEF 405 DO RECANTO DAS EMAS,53012127,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Pública,"QUADRA 405 CONJUNTO 15 LOTE, 01 AREA ESPECIAL. RECANTO DAS EMAS. 72631-115 Brasília - DF.",(61) 39013650,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-15.91310038,-48.06567974
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI 01 DE BRASILIA,53012135,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Pública,"QUADRA SGAN 611 MODULO C, ASA NORTE. 70830-503 Brasília - DF.",,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,Atendimento Educacional Especializado,-15.7513939,-47.8791651
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI DA CANDANGOLANDIA,53012151,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Pública,"QUADRA QR 1-A, PRACA DO BOSQUE. CANDANGOLANDIA. 71727-100 Brasília - DF.",(61) 31057892,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-15.8557675,-47.9519123
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EDUCANDARIO ESPIRITA SEMENTINHA DE LUZ,53012160,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA QS 109, CONJ 06 LOTE 01. SAMAMBAIA SUL SAMAMBAIA. 72301-530 Brasília - DF.",(61) 33597888,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-15.8834211,-48.1010137
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EC SAO BARTOLOMEU,53012178,DF,Brasília,Rural,A escola não está em área de localização diferenciada,Pública,"NUCLEO RURAL SAO BARTOLOMEU KM 02, CAPAO COMPRIDO. 71694-116 Brasília - DF.",(61) 35062059,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.9104038,-47.7390364
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEF 101 DO RECANTO DAS EMAS,53012186,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Pública,"QUADRA 101 CONJUNTO 10-B LOTES, 1/2 RECANTO DAS EMAS. 72600-113 Brasília - DF.",(61) 39013349,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,"Atendimento Educacional Especializado, Atividade Complementar",-15.81920522,-48.21720271
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEM 111 DO RECANTO DAS EMAS,53012194,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Pública,"QUADRA 111 AREA ESPECIAL 1, 01 FRENTE A FEIRA 111. RECANTO DAS EMAS. 72602-314 Brasília - DF.",(61) 39013537,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-15.9124974,-48.0985623
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESPACO CRIANCA - C DE EDUC,53012267,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QI 22 CONJUNTO R LOTES 5 15 24, GUARA I. 71015-188 Brasília - DF.",(61) 33824115,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.8260717,-47.9869285
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CR NOSSA SENHORA DA DIVINA PROVIDENCIA,53012275,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA EQS 208/408, ASA SUL. 70254-450 Brasília - DF.",(61) 34436376,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-15.82156216,-47.9010274
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA INTEGRAL ISAAC NEWTON,53012283,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA QN 7A CONJUNTO 3, 01 RIACHO FUNDO II. 71880-013 Brasília - DF.",(61) 33333974,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL CRESCER,53012305,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA QNN 18 CONJUNTO E LOTES 22/26, 22/26 CEILANDIA SUL CEILANDIA. 72220-185 Brasília - DF.",(61) 33722267,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.8252364,-48.1165907
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO DE ENSINO WGS LTDA,53012330,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QNQ 01 CONJUNTO 1 LOTES 19/20, CEILANDIA NORTE. 72215-000 Brasília - DF.",(61) 33752392,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-15.80594837,-48.13858274
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CED DO LAGO NORTE,53012356,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Pública,"QUADRA CA 2, LOTE 24 SETOR DE HABITACOES INDIVIDUAIS NORTE. 71503-502 Brasília - DF.",(61) 33182651,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-15.7179471,-47.8789424
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL REACAO,53012380,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QD 206 LOTE 04 - AVENIDA RECANTO DAS EMAS, RECANTO DAS EMAS. 72610-001 Brasília - DF.",(61) 33331434,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CR IRMA ELVIRA,53012399,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA SMPW TRECHO 3, LOTE 1/2 SETOR DE MANSOES PARK WAY. 71735-090 Brasília - DF.",(61) 35520504,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-15.8670792,-47.9756313
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEF 01 DO PARANOA,53012429,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Pública,"AREA ESPECIAL BARRAGEM DO PARANOA, QUADRA 03 AREA ESPECIAL 06. PARANOA. 71570-030 Brasília - DF.",(61) 39017562,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atividade Complementar,-15.7793088,-47.7831632
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CR COMUNITARIA DA QE 38 DO GUARA,53012437,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA QE 38 AREA ESPECIAL LOTE, 4 4. GUARA II. 71070-380 Brasília - DF.",(61) 33012060,Privada,Comunitária,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-15.8472972,-47.9689483
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA CIA DA CRIANCA,53012453,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"QUADRA QNE 8 LOTES 2 E 4, TAGUATINGA NORTE. 72125-080 Brasília - DF.",(61) 30324720,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-15.81402498,-48.06489654
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CR NUCLEO BANDEIRANTE VO FILOMENA,53012470,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA TERCEIRA AVENIDA AREA ESPECIAL 2, LOTE O/P. NUCLEO BANDEIRANTE. 71720-585 Brasília - DF.",(61) 33862341,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,-15.8695931,-47.9644221
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEI 01 DE SAO SEBASTIAO,53012488,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Pública,"QUADRA QUADRA 101 CONJUNTO 10, S/N AREA ESPECIAL. SETOR RESIDENCIAL OESTE SAO SEBASTIAO. 71692-050 Brasília - DF.",(61) 31018875,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-15.900591,-47.7763928
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EC VILA DO BOA,53012496,DF,Brasília,Urbana,A escola não está em área de localização diferenciada,Pública,"VILA DO BOA RUA 1B, S/N SETOR DE CHACARAS SN. VILA DO BOA SAO SEBASTIAO. 71697-305 Brasília - DF.",(61) 31018890,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atividade Complementar,-15.8777618,-47.7911658
